ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_019000065.1_ASM1900006v1,335842,Arthrinium saccharicola,KUC21221,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium saccharicola,2021-06-23,118.0x,HGAP v. 4.0,PacBio Sequel,haploid,Contig,,,55074194,0,0,0,0,0,0,0,0
GCA_013427175.2_ASM1342717v2,47425,Armillaria borealis,AB13-TR4-IP16,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria borealis,2020-07-21,600.92x,SPAdes v. 3.13.0,Illumina MiSeq,haploid,Scaffold,50792,44365,66709547,47,1804.1489361702127,31,315.4516129032258,73,582.6575342465753,0,0
GCA_000328965.1_ASM32896v1,139061,Ascocoryne sarcoides,NRRL 50072,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne sarcoides,2013-01-02,250x,Newbler v. 2.6,454,haploid,Scaffold,3438441,13,34247354,0,0,0,0,0,0,0,0
GCA_017163955.1_ASM1716395v1,2804010,Arthrinium sp. KUC21332,KUC21332,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium sp. KUC21332,2021-03-04,117.0x,HGAP v. 4.0,PacBio Sequel,haploid,Contig,,,48739493,0,0,0,0,0,0,0,0
GCA_004335205.1_ASM433520v1,487627,Ascochyta viciae-villosae,ONG-16-641,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae-villosae,2019-03-08,42.0x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,46009594,0,0,0,0,0,0,0,0
GCA_001931935.1_ASM193193v1,2562445,Aspergillus aff. floccosus IMV 01167,IMV 01167,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aff. floccosus IMV 01167,2017-01-04,100.0x,MaSuRCA v. 3.1,Illumina HiSeq,haploid,Scaffold,482632,331,31588614,0,0,0,0,0,0,0,0
GCA_001600695.1_JCM_7603_assembly_v001,1301101,Ascoidea asiatica,JCM 7603,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Ascoideaceae,Ascoidea,Ascoidea asiatica,2016-03-01,184x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1153196,71,20313720,0,0,0,0,0,0,0,0
GCA_009812435.1_ASM981243v1,1220191,Aspergillus amoenus,UdeA_Aid1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus amoenus,2019-12-31,50.0x,SPAdes v. 3.10.1,Illumina HiSeq,haploid,Scaffold,301160,653,35476417,0,0,0,0,0,0,0,0
GCA_004335155.1_ASM433515v1,1677696,Ascochyta viciae,FOR-16-616,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae,2019-03-08,47.0x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,49960105,0,0,0,0,0,0,0,0
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2,723287,Anncaliia algerae,PRA339,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,2014-05-06,73.0x,allpaths v. R47789,Illumina,haploid,Scaffold,71704,431,12163397,3661,813.6388964763726,3661,813.6388964763726,3598,801.0330739299611,0,0
GCF_001661345.1_Ascru1,54195,Ascoidea rubescens,DSM 1968,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Ascoideaceae,Ascoidea,Ascoidea rubescens,2016-09-15,140x,Allpaths-LG v. R38445,Illumina,haploid,Scaffold,1035938,63,17503998,6961,1640.7995977589426,9564,1103.6260978670014,9334,1016.9121491322048,2600,333.5615384615385
GCA_001636715.1_AAP_1.0,5105,Ascosphaera apis,ARSEF 7405,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera apis,2016-05-02,100.88x,SOAPdenovo v. 1.05; Velvet v. 1.2.10,Illumina HiSeq; 454,haploid,Scaffold,482601,82,20313079,6442,1795.8582738280038,17974,575.0569711805942,17974,575.0569711805942,11532,106.90643426985778
GCA_000769265.1_ASM76926v1,5044,Acremonium chrysogenum,ATCC 11550,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,,Acremonium,Acremonium chrysogenum,2014-08-15,137.0x,Velvet v. 1.2.10,Illumina HiSeq,haploid,Scaffold,166906,541,28590524,9050,1604.111270718232,23673,555.4267731170531,23515,558.2102487773761,14623,93.59153388497572
GCA_003850985.1_Aawm_assembly01,105351,Aspergillus awamori,IFM 58123,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus awamori,2018-10-15,Unknown,SMRT Analysis v. 2.3.0,PacBio RSII,haploid,Contig,,,38597812,11790,1814.130449533503,552,440.0742753623188,37971,478.51402386031447,107,23.02803738317757
GCA_004769165.1_ASM476916v1,1884262,Aspergillus cejpii,FS110,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus cejpii,2019-04-10,98.87x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Contig,,,23887422,0,0,0,0,0,0,0,0
GCF_003144295.1_Acain1,215250,Acaromyces ingoldii,MCA 4198,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Cryptobasidiaceae,Acaromyces,Acaromyces ingoldii,2018-05-21,91.4x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,3164722,28,19330111,8071,1931.2201709825301,24370,587.7579811243332,23952,528.4485637942552,16299,77.50266887539112
GCA_003574525.1_ASM357452v1,1678846,Alternaria sp. MG1,MG1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. MG1,2018-09-18,138.0x,Velvet v. 1.2.10,Illumina,haploid,Scaffold,1661510,130,34695644,13440,1442.1748511904761,30691,589.0370141083705,30691,589.0370141083705,17251,75.63010839951308
GCA_004011705.1_Alentis_Al4,205686,Ascochyta lentis,Al4,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta lentis,2019-01-11,162.0x,Canu v. 1.6; Pilon v. 1.22,PacBio RSII,haploid,Contig,,,41975033,11638,1640.4276507991065,30652,569.0726543129323,30652,569.0726543129323,19014,86.67729041758705
GCA_001693355.1_ASM169335v1,573508,Aspergillus cristatus,YKY807,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus cristatus,2016-07-27,100.0x,PBcR v. 8.3; Newbler v. 2.8,PacBio RS II; Illumina MiSeq,haploid,Contig,,,27779015,0,0,0,0,0,0,0,0
GCA_900079185.1_AG_v1,4829,Absidia glauca,CBS 101.48 substr. RVII-324 met-,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Cunninghamellaceae,Absidia,Absidia glauca,2016-04-15,77x,,,haploid,Scaffold,318481,5338,48746359,15120,1617.8806878306877,229,75.08296943231441,68515,287.9025906735751,0,0
GCA_019828945.1_ASM1982894v1,1695224,Aspergillus croceus,JS3-P1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus croceus,2021-08-31,100x,CLC NGS Cell v. June-2020,Illumina,haploid,Scaffold,3746,7378,22867324,0,0,0,0,0,0,0,0
GCA_016097275.1_ASM1609727v1,93033,Aspergillus elegans,IMI 345568,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus elegans,2020-12-16,1.0x,HGAP v. 4,PacBio RSII; Illumina,haploid,Contig,,,36777498,0,0,0,0,0,0,0,0
GCA_001636795.1_LEL_1.0,2714763,Akanthomyces lecanii,RCEF 1005,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces lecanii,2016-05-04,81.94x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,3946369,130,35594087,11030,1595.7256572982774,28189,570.920146156302,28189,570.920146156302,17159,87.83647065679818
GCA_016413765.1_ASM1641376v1,1287682,Aspergillus felis,FM324,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus felis,2020-12-28,380x,MECAT2 v. 2,PacBio Sequel,haploid,Complete Genome,,,33030366,0,0,0,0,0,0,0,0
GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0,90253,Actinomortierella wolfii,NRRL 6351,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella wolfii,2020-12-16,14.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,93672,1180,34232935,8407,2271.4226240038065,31583,462.5615995947187,31537,463.1245521133906,23176,193.59540041422161
GCF_003019875.1_Amore1,5101,Amorphotheca resinae,ATCC 22711,Ascomycota,Pezizomycotina,Leotiomycetes,,,Myxotrichaceae,Amorphotheca,Amorphotheca resinae,2018-03-27,42.94x,Velvet v. 1.1,Illumina; 454,haploid,Scaffold,1980626,32,28632918,9642,1712.1195809997926,28615,517.1912633234317,28118,468.8085212319511,18973,90.06635745533126
GCA_004000055.1_DF_1.0,97331,Arthrobotrys flagrans,CBS H-5679,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys flagrans,2019-01-08,102.0x,GS De Novo Assembler v. April-2017,PacBio RS; Illumina,haploid,Contig,,,36645795,9927,1691.1139317014204,37612,401.00409443794535,37612,401.00409443794535,27266,90.1536712389056
GCF_011692745.1_ASM1169274v1,74035,Arthroderma uncinatum,CBS 119779,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma uncinatum,2020-03-24,250.0x,MaSuRCA v. 3.2.8,Illumina HiSeq; PacBio Sequel,haploid,Contig,,,23563256,7083,1848.0793449103487,22991,505.50863381323126,22924,506.0543535159658,15908,92.26785265275333
GCA_012184565.1_ASM1218456v1,1072270,Aspergillus floridensis,IHEM 21069,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus floridensis,2020-04-08,169.0x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Scaffold,72599,1686,35394120,0,0,0,0,0,0,0,0
GCA_016098155.1_UCR_MambBC1055_1.0,1343610,Actinomortierella ambigua,BC1065,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella ambigua,2020-12-16,25.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,48912,2284,37923144,9981,2148.965835086665,34615,479.1728441427127,34526,480.2111452238892,24634,197.3800438418446
GCA_012184315.1_ASM1218431v1,321852,Arthrobotrys entomopaga,CBS642.8,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys entomopaga,2020-04-08,64.0x,SOAPdenovo v. FEB-2011,Illumina,haploid,Scaffold,579495,281,38379124,10470,1551.5792741165235,29121,499.52659592733767,28845,500.1346853874155,18651,91.05790574231945
GCA_004786065.1_Ascni1,341454,Ascodesmis nigricans,CBS 389.68,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,Ascodesmis nigricans,2019-04-12,96.9x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,487907,176,27385218,9901,1615.853954146046,29839,484.890210797949,28811,421.04848842456005,19932,76.84075857916918
GCA_019702505.1_ASM1970250v1,48097,Alternaria panax,BNCC115425,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria panax,2021-08-20,427.0x; 43.0x,FALCON v. 0.3.0,PacBio; Illumina HiSeq,haploid,Scaffold,4172030,24,34756390,11838,1611.9121473221828,30636,567.2069460765113,30636,567.2069460765113,18799,90.65067290813342
GCF_004011695.1_Arabiei_Me14,5454,Ascochyta rabiei,Me14,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta rabiei,2019-01-11,166.0x,Canu v. 1.6; Pilon v. 1.22,PacBio RSII,haploid,Contig,,,40917385,11257,1643.1836190814604,29629,566.4974518208512,29629,566.4974518208512,18372,93.21603527106467
GCA_004156025.2_ASM415602v2,167740,Alternaria gaisen,FERA 650,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria gaisen,2019-10-08,78.5x,SMARTdenovo v. MAY-2017,Oxford Nanopore MiniION; Illumina MiSeq,haploid,Contig,,,34346950,13150,1506.607300380228,33293,554.3528669690326,33293,554.3528669690326,20092,70.38950826199482
GCF_907166805.1_ALTATR162,119953,Alternaria atra,CS162,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria atra,2021-05-15,100x,,,haploid,Scaffold,3893166,43,39606256,12172,1707.075090371344,33185,551.5995781226458,33185,551.5995781226458,20959,122.28231308745646
GCA_003719405.1_ASM371940v1,2484740,Aspergillus incahuasiensis,NRRL 66825,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus incahuasiensis,2018-11-09,50.0x,CLC NGS Cell v. MAY-2018,Illumina MiSeq,haploid,Scaffold,41769,1939,31006665,0,0,0,0,0,0,0,0
GCF_013036055.1_ASM1303605v1,1187904,Alternaria burnsii,CBS107.38,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria burnsii,2020-05-11,146.0x,ABySS v. Dec-2018,Illumina HiSeq,haploid,Scaffold,1805719,67,32958128,11314,1889.3836839314124,33747,546.3394672119003,33728,546.4301767077799,22433,131.01988142468684
GCA_004156035.1_ASM415603v1,119927,Alternaria tenuissima,FERA 1166,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria tenuissima,2019-02-11,103.46x,SPAdes v. 3.9.0; SMARTdenovo v. May-2017; quickmerge v. 0.2,Illumina MiSeq; MinION,haploid,Contig,,,35704180,13566,1526.7363998230871,34760,556.8552934407364,34760,556.8552934407364,21107,70.28222864452552
GCF_002847045.1_Aspcand1,41067,Aspergillus candidus,CBS 102.13,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus candidus,2017-12-21,84x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,391998,268,27317772,9802,1871.7591307896348,30937,534.7533697514303,30104,462.1497143236779,21134,85.3314564209331
GCF_004154835.1_ASM415483v1,156630,Alternaria arborescens,FERA 675,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria arborescens,2019-02-11,27.0x,SPAdes v. 3.9.0,Illumina MiSeq,haploid,Scaffold,,,33943449,12885,1498.1593325572371,31741,569.231278157588,31741,569.231278157588,18818,68.04341587841428
GCA_013306195.1_ASM1330619v1,41734,Aspergillus latus,MM151978,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus latus,2020-06-09,140x,dipSPAdes v. 1.0,Illumina,haploid,Scaffold,395084,2405,63570296,0,0,0,0,0,0,0,0
GCF_002847485.1_Aspcam1,41068,Aspergillus campestris,IBT 28561,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus campestris,2017-12-27,26x,HBAR v. Jan-2014,PacBio,haploid,Contig,,,28257496,9818,1822.9159706661235,31423,507.64621455621676,30786,455.95679854479306,21598,90.3502639133253
GCA_016097325.1_ASM1609732v1,138277,Aspergillus melleus,CBS 546.65,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus melleus,2020-12-16,1.0x,HGAP v. 4,PacBio RSII; Illumina,haploid,Contig,,,38850827,0,0,0,0,0,0,0,0
GCF_010093885.1_Aplpr1,462254,Aplosporella prunicola,CBS 121167,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Aplosporellaceae,Aplosporella,Aplosporella prunicola,2020-01-31,194x,AllPathsLG v. R42874,Illumina,haploid,Scaffold,957837,334,32818685,12698,1587.3022523232005,33664,548.7206808460076,32838,488.5860892868019,20925,81.25538829151732
GCA_009193465.1_Aspave1,36643,Aspergillus avenaceus,IBT 18842,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus avenaceus,2019-10-18,73x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,79000,1528,33765472,11551,1834.9341182581595,37123,514.9844840126067,36034,449.5089915080202,25571,81.24993156309883
GCA_019669835.1_Amyenc1,45428,Amylocarpus encephaloides,TRa018bII,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Amylocarpus,Amylocarpus encephaloides,2021-08-18,127.8x,SPAdes v. 3.12.0,Illumina,haploid,Scaffold,74588,2381,46286790,11956,1757.5191535630645,35713,532.5340912272842,34924,462.71277631428245,23753,83.98526501915548
GCF_001642055.1_Altal1,5599,Alternaria alternata,SRC1lrK2f,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,2016-05-11,147.1x,Allpaths-LG v. R46652,Illumina,haploid,Scaffold,1097884,79,32990834,13572,1714.1417624521073,35204,614.7401431655494,34275,539.306170678337,21627,75.0834604892033
GCF_001890905.1_Aspac1,5053,Aspergillus aculeatus,ATCC 16872,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatus,2016-12-08,32.17x,Newbler v. 2.3,454; Sanger dideoxy sequencing,haploid,Scaffold,1634707,660,35424414,11151,1813.7556272980003,35338,512.0472579093328,34620,468.5281917966493,24186,88.0901761349541
GCA_003116565.1_ASM311656v1,91482,Aspergillus neoellipticus,NRRL 5109,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus neoellipticus,2018-05-11,96.0x,ABySS v. 1.9.0,Illumina HiSeq,haploid,Scaffold,886472,160,27554191,0,0,0,0,0,0,0,0
GCA_001691775.3_ASM169177v3,933333,Amanita inopinata,Kibby_2008,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita inopinata,2018-10-17,580x,AllpathsLG (simulated long range) v. 46452,Illumina HiSeq,haploid,Scaffold,140420,881,20082689,7564,1982.9011105235325,53241,246.43417666835708,52104,231.21677798249655,45368,58.95840680655969
GCF_010015735.1_Aaoar1,1450171,Aaosphaeria arxii,CBS 175.79,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,,Aaosphaeria,Aaosphaeria arxii,2020-01-29,86.5x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,4421818,55,38901049,14290,1725.3113365990203,39350,574.0406861499365,38605,497.10420929931354,25057,82.47196392225726
GCF_003184765.1_Aspacu1,487661,Aspergillus aculeatinus,CBS 121060,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatinus,2018-06-04,95.8x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,493913,121,36471649,12351,1797.465792243543,38532,511.67105263157896,37600,454.93125,26178,94.92890977156391
GCA_013421405.2_ASM1342140v2,2508778,Aspergillus burnettii,FRR 5400,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus burnettii,2020-07-17,161.0x,SPAdes v. v3.13.0,Illumina NextSeq,haploid,Scaffold,100310,1211,41001620,12950,1559.1899613899614,40449,434.558283270291,40206,436.67554593841714,27499,95.06025673660861
GCA_004849945.1_AoFc,40380,Aspergillus ochraceus,fc-1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ochraceus,2019-04-24,150.0x,AllPaths v. 47449,Illumina,haploid,Scaffold,3843998,21,37017470,0,0,0,0,0,0,0,0
GCA_014250555.1_ASM1425055v1,1774284,Aspergillus oerlinghausenensis,CBS 139183,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus oerlinghausenensis,2020-08-19,21.6x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Scaffold,508616,1460,32321563,0,0,0,0,0,0,0,0
GCA_009193545.1_Aspara19utr,656916,Aspergillus arachidicola,CBS 117612,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus arachidicola,2019-10-18,67.3x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,349923,451,39764385,14137,1744.4374336846572,44267,497.51033501253755,43291,438.1402139012728,30123,87.5954586196594
GCA_003719415.1_ASM371941v1,2184023,Aspergillus olivimuriae,NRRL 66783,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus olivimuriae,2018-11-09,50.0x,CLC NGS Cell v. MAY-2018,Illumina MiSeq,haploid,Scaffold,27163,2603,30085639,0,0,0,0,0,0,0,0
GCF_003184695.1_Aspbru1,1191711,Aspergillus brunneoviolaceus,CBS 621.78,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus brunneoviolaceus,2018-06-04,106.5x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,411666,153,37477200,12389,1779.7667285495197,38420,509.3311296199896,37480,452.4492796157951,26030,95.31747983096427
GCA_010015725.1_Amnli1,455074,Amniculicola lignicola,CBS 123094,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Amniculicolaceae,Amniculicola,Amniculicola lignicola,2020-01-29,99x,AllPathsLG v. R47710,Illunima,haploid,Scaffold,438754,510,49576578,15666,1611.1493042257118,41674,548.3720785141815,40745,487.4481531476255,26003,91.8314425258624
GCF_000002715.2_ASM271v1,5057,Aspergillus clavatus,NRRL 1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus,2006-12-14,,,,haploid,Scaffold,2493640,143,27859441,9356,1606.3102821718683,28194,480.6277222103994,27959,483.9929182016524,18838,78.4489330077503
GCA_002215965.1_ASM221596v1,306094,Aspergillus persii,NIBRFGC000004109,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus persii,2017-07-07,616.57x,SOAPdenovo v. 2.04,Illumina HiSeq; PacBio,haploid,Scaffold,4596147,12,38414373,0,0,0,0,0,0,0,0
GCA_012897115.1_ASM1289711v1,5067,Aspergillus parasiticus,NRRL 2999,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus parasiticus,2020-04-27,45x,SPAdes v. 3.13.1; RaGOO v. 1.1,Illumina HiSeq,haploid,Chromosome,,,37048638,0,0,0,0,0,0,0,0
GCA_009193595.1_Aspber1,1226010,Aspergillus bertholletiae,IBT 29228,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus bertholletiae,2019-10-18,91.8x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,173958,443,37014000,13189,1809.765638031693,41660,516.3530484877581,40233,444.793328859394,28470,82.81910783280647
GCA_001889945.1_Aspbr1,319629,Aspergillus brasiliensis,CBS 101740,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus brasiliensis,2016-12-08,156.8x,AllPathsLG v. R40295,Illumina,haploid,Scaffold,2027382,103,35804080,13258,1709.8066073314226,41274,491.252531860251,40286,449.7360869781065,28010,85.47468761156729
GCA_001511075.1_Acal_Allpaths_LG,454130,Aspergillus calidoustus,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus calidoustus,2016-01-07,300x,,,haploid,Scaffold,3207549,78,41102685,15139,1661.9757579760883,46711,518.0574811072338,45251,467.11334556142407,31174,70.04981715532175
GCF_003942205.1_ASM394220v1,105984,Apiotrichum porosum,DSM 27194,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum porosum,2018-12-12,56.4x,CANU v. 1.7.1,PacBio,haploid,Contig,,,25479456,9729,1662.616610134649,40853,334.5029495997846,40277,337.9394691759565,31124,80.64991646317954
GCA_002927005.1_ASM292700v1,1565506,Aspergillus pseudoterreus,ATCC 32359,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudoterreus,2018-02-14,109.0x,CLC NGS Cell v. 2016,Illumina MiSeq,haploid,Scaffold,678262,270,29514308,0,0,0,0,0,0,0,0
GCA_009193565.1_Aspcor1,138285,Aspergillus coremiiformis,CBS 553.77,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus coremiiformis,2019-10-18,59.1x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,58658,2728,30132285,9299,1890.8771910958167,29635,537.393149991564,28441,459.9334059983826,20334,81.532753024491
